%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1470141525407099813,0.15,-0.60432835549,0.0,0.0,0.0,0.021817087893
1470141525487318517,0.15,-0.240282154295,0.0,0.0,0.0,0.0223571302718
1470141525568006077,0.15,-0.23989139876,0.0,0.0,0.0,0.0228609468356
1470141525647978425,0.15,-0.239532214615,0.0,0.0,0.0,0.0228499107477
1470141525726518532,0.15,-0.240480888697,0.0,0.0,0.0,0.0228609468356
1470141525806776149,0.15,-0.23953983328,0.0,0.0,0.0,0.0229210689609
1470141525881315649,0.15,-0.241081983062,0.0,0.0,0.0,0.0230193514298
1470141525957380327,0.15,-0.239759374472,0.0,0.0,0.0,0.0228609468356
1470141526036453769,0.15,-0.23934194586,0.0,0.0,0.0,0.0341365393277
1470141526108311406,0.15,-0.239196543309,0.0,0.0,0.0,0.0380989505668
1470141526181107847,0.15,-0.237092160794,0.0,0.0,0.0,0.0250642994873
1470141526252974495,0.15,-0.224189613673,0.0,0.0,0.0,0.0211332320026
1470141526322440991,0.15,-0.214839210126,0.0,0.0,0.0,0.0244616910184
1470141526393896489,0.15,-0.191967608544,0.0,0.0,0.0,0.0285173659799
1470141526466324568,0.15,-0.184244893405,0.0,0.0,0.0,0.0219978600062
1470141526540271795,0.15,-0.185813150617,0.0,0.0,0.0,0.0311847395846
1470141526618986301,0.15,-0.167733293983,0.0,0.0,0.0,0.0296144748221
1470141526693202049,0.15,-0.1592201992,0.0,0.0,0.0,0.0285396240243
1470141526766936813,0.15,-0.151593845698,0.0,0.0,0.0,0.0263926225815
1470141526838916974,0.15,-0.141316542241,0.0,0.0,0.0,0.0334404464925
1470141526909329764,0.15,-0.12705555937,0.0,0.0,0.0,0.0253694609111
1470141526984884051,0.15,-0.122563371572,0.0,0.0,0.0,0.0362560356496
1470141527059361946,0.15,-0.116527476224,0.0,0.0,0.0,0.0296003326896
1470141527135333696,0.15,-0.108187960896,0.0,0.0,0.0,0.0232523456029
1470141527212562688,0.15,-0.0863937564818,0.0,0.0,0.0,0.034010182752
1470141527290646847,0.15,-0.0925024523465,0.0,0.0,0.0,0.0378165788566
1470141527364290435,0.15,-0.0877574359504,0.0,0.0,0.0,0.0360920904874
1470141527439877687,0.15,-0.0812646277873,0.0,0.0,0.0,0.0198155727135
1470141527515398657,0.15,-0.0774758481113,0.0,0.0,0.0,0.0327827266312
1470141527591116245,0.15,-0.0689232268063,0.0,0.0,0.0,0.026768298923
1470141527666134389,0.15,-0.0668085934846,0.0,0.0,0.0,0.0178819850417
1470141527738068907,0.15,-0.0650605147211,0.0,0.0,0.0,0.0151396702628
1470141527811771518,0.15,-0.0532927916078,0.0,0.0,0.0,0.0206791322736
1470141527882413027,0.15,-0.0563253029315,0.0,0.0,0.0,0.0253068868686
1470141527955825904,0.15,-0.0539919301001,0.0,0.0,0.0,0.0222819887144
1470141528028386587,0.15,-0.0495854139952,0.0,0.0,0.0,0.0407342810585
1470141528100507722,0.15,-0.0484832856683,0.0,0.0,0.0,0.0317323344582
1470141528174770411,0.15,-0.0474760546414,0.0,0.0,0.0,0.0214780151074
1470141528244316645,0.15,-0.0443414654462,0.0,0.0,0.0,0.0293580502413
1470141528317655180,0.15,-0.041936245623,0.0,0.0,0.0,0.0210424341804
1470141528391926700,0.15,-0.0417802845565,0.0,0.0,0.0,0.0336598688338
1470141528470803738,0.15,-0.0390252899257,0.0,0.0,0.0,0.0358645192271
1470141528546166452,0.15,-0.0351206915704,0.0,0.0,0.0,0.023668149391
1470141528619386498,0.15,-0.0353445815174,0.0,0.0,0.0,0.0242252853039
1470141528699281054,0.15,-0.0349052511779,0.0,0.0,0.0,0.0201222847952
1470141528773355347,0.15,-0.0345413345722,0.0,0.0,0.0,0.0278633719989
1470141528848292729,0.15,-0.0333023197083,0.0,0.0,0.0,0.0333047165096
1470141528922854635,0.15,-0.0308334166435,0.0,0.0,0.0,0.0126430187493
1470141529006426668,0.15,-0.032561925265,0.0,0.0,0.0,0.012404790233
1470141529080796343,0.15,-0.0314332248149,0.0,0.0,0.0,0.0386949129995
1470141529155842728,0.15,-0.0305721475063,0.0,0.0,0.0,0.0184231305837
1470141529229529293,0.15,-0.0297985903052,0.0,0.0,0.0,0.0181813740802
1470141529303049143,0.15,-0.0313265355555,0.0,0.0,0.0,0.0265904715369
1470141529384984123,0.15,-0.0288133539138,0.0,0.0,0.0,0.0200526849425
1470141529459526554,0.15,-0.0297942649452,0.0,0.0,0.0,0.0279854861801
1470141529541286761,0.15,-0.029378960493,0.0,0.0,0.0,0.0137132814746
1470141529614795725,0.15,-0.0302893905965,0.0,0.0,0.0,0.0388766303468
1470141529692914342,0.15,-0.028615118104,0.0,0.0,0.0,0.0251099482271
1470141529766595314,0.15,-0.0269760720311,0.0,0.0,0.0,0.0246612841036
1470141529842048996,0.15,-0.0280955009041,0.0,0.0,0.0,0.0196113468383
1470141529914991810,0.15,-0.025972471076,0.0,0.0,0.0,0.0207259990662
1470141529994564872,0.15,-0.0270927545307,0.0,0.0,0.0,0.02268860854
1470141530067140751,0.15,-0.02530570707,0.0,0.0,0.0,0.0193703566535
1470141530139498651,0.15,-0.026339547473,0.0,0.0,0.0,0.0215478689693
1470141530214438503,0.15,-0.024996036726,0.0,0.0,0.0,0.0162960705541
1470141530296244811,0.15,-0.024838156092,0.0,0.0,0.0,0.0244149371612
1470141530370539525,0.15,-0.0248468470452,0.0,0.0,0.0,0.0173222388957
1470141530449294325,0.15,-0.0248073292402,0.0,0.0,0.0,0.0211689067008
1470141530526533674,0.15,-0.0233975144354,0.0,0.0,0.0,0.0155046050221
1470141530601540062,0.15,-0.0237427980332,0.0,0.0,0.0,0.0274798300025
1470141530678221151,0.15,-0.0240661647795,0.0,0.0,0.0,0.0104282505951
1470141530752626124,0.15,-0.0237782805292,0.0,0.0,0.0,0.023386875673
1470141530828576445,0.15,-0.0222447810946,0.0,0.0,0.0,0.00552128396014
1470141530906064507,0.15,-0.0229255882529,0.0,0.0,0.0,0.0158516089655
1470141530978189117,0.15,-0.0231753187505,0.0,0.0,0.0,0.0408232742594
1470141531050684840,0.15,-0.0211419425038,0.0,0.0,0.0,0.02004217654
1470141531122541020,0.15,-0.0224758877484,0.0,0.0,0.0,0.0268671380497
1470141531195647204,0.15,-0.020568865749,0.0,0.0,0.0,0.00611984997521
1470141531268439825,0.15,-0.0213178388653,0.0,0.0,0.0,0.0139554121364
1470141531342698999,0.15,-0.0200991514949,0.0,0.0,0.0,0.00690520376136
1470141531419305217,0.15,-0.0205316991983,0.0,0.0,0.0,0.0144471260906
1470141531492708096,0.15,-0.0193912646053,0.0,0.0,0.0,0.0139327747203
1470141531567144844,0.15,-0.0190571892885,0.0,0.0,0.0,0.0218991323049
1470141531645439561,0.15,-0.0195530172316,0.0,0.0,0.0,0.0300713777122
1470141531720612028,0.15,-0.0182112241415,0.0,0.0,0.0,0.0135276783894
1470141531798523272,0.15,-0.0184754864005,0.0,0.0,0.0,0.0241680093355
1470141531871227044,0.15,-0.017607500094,0.0,0.0,0.0,0.0161921770391
1470141531949304045,0.15,-0.0174354500202,0.0,0.0,0.0,0.0122473469738
1470141532027228692,0.15,-0.0154812750844,0.0,0.0,0.0,0.0130253300706
1470141532102131252,0.15,-0.01569421387,0.0,0.0,0.0,0.0165931237956
1470141532178945688,0.15,-0.015373918849,0.0,0.0,0.0,0.0209347944642
1470141532254622134,0.15,-0.0148474453268,0.0,0.0,0.0,0.0141682218972
1470141532329986889,0.15,-0.0134856924293,0.0,0.0,0.0,0.0138384320207
1470141532408177467,0.15,-0.0138636771096,0.0,0.0,0.0,0.00929259432108
1470141532481612308,0.15,-0.0136134380726,0.0,0.0,0.0,0.0213516405281
1470141532557139370,0.15,-0.0128437305866,0.0,0.0,0.0,0.0138079423726
1470141532632167192,0.15,-0.0131034059329,0.0,0.0,0.0,0.0190441636469
1470141532706497305,0.15,-0.0124738590298,0.0,0.0,0.0,0.011614714738
1470141532781680961,0.0,-0.0120330863325,0.0,0.0,0.0,0.0105832732198
1470141532856831774,0.0,-0.0120206314577,0.0,0.0,0.0,0.013871097782
1470141532930281135,0.0,-0.0118860033033,0.0,0.0,0.0,0.0155296855492
1470141533002579492,0.0,-0.0116631448148,0.0,0.0,0.0,0.0136408736643
1470141533075480965,0.0,-0.0110907447962,0.0,0.0,0.0,0.0117569536289
1470141533148115286,0.0,-0.0112761231391,0.0,0.0,0.0,0.0123643788767
1470141533226529847,0.0,-0.0111873758836,0.0,0.0,0.0,0.017620240381
1470141533297335247,0.0,-0.0107723282901,0.0,0.0,0.0,0.0104123811597
1470141533375189051,0.0,-0.0108929438395,0.0,0.0,0.0,0.0132674340366
1470141533450074013,0.0,-0.0107342005772,0.0,0.0,0.0,0.0159096024142
1470141533536589508,0.0,-0.0111483911676,0.0,0.0,0.0,0.0123989251362
1470141533606829014,0.0,-0.0113888562722,0.0,0.0,0.0,0.00824597206962
1470141533681410164,0.0,-0.0127144590644,0.0,0.0,0.0,0.00985285304263
1470141533752093113,0.0,-0.0129611121369,0.0,0.0,0.0,0.011212421213
1470141533828887381,0.0,-0.0123166339351,0.0,0.0,0.0,0.00916039763981
1470141533906663799,0.0,-0.0120339386789,0.0,0.0,0.0,0.0106157172117
1470141533980188554,0.0,-0.0121038635699,0.0,0.0,0.0,0.00890516123843
1470141534056577190,0.0,-0.0119776253281,0.0,0.0,0.0,0.00820667751496
1470141534134944267,0.0,-0.0118604675187,0.0,0.0,0.0,0.0086835852736
1470141534210180039,0.0,-0.0118182097254,0.0,0.0,0.0,0.00864243392599
1470141534283164835,0.0,-0.0116834802804,0.0,0.0,0.0,0.00906607343036
1470141534364591459,0.0,-0.01149888667,0.0,0.0,0.0,0.00781090709485
1470141534439982125,0.0,-0.011383076298,0.0,0.0,0.0,0.00858492740463
1470141534517814253,0.0,-0.0110484828679,0.0,0.0,0.0,0.00861348412099
1470141534590495888,0.0,-0.0105292079104,0.0,0.0,0.0,0.00901759611439
1470141534678653408,0.0,-0.0105227883784,0.0,0.0,0.0,0.0111807950993
1470141534750681624,0.0,-0.0103165357066,0.0,0.0,0.0,0.00995340862648
1470141534828703362,0.0,-0.00973599108586,0.0,0.0,0.0,0.00984055435939
1470141534908325184,0.0,-0.00959056394825,0.0,0.0,0.0,0.00866900584331
1470141534984949538,0.0,-0.0093845631061,0.0,0.0,0.0,0.00836281825835
1470141535058829744,0.0,-0.00884385431836,0.0,0.0,0.0,0.00717310217063
1470141535134188814,0.0,-0.00872214114944,0.0,0.0,0.0,0.00689760177884
1470141535214824718,0.0,-0.00846080186496,0.0,0.0,0.0,0.0102076919229
1470141535289125640,0.0,-0.00794760047177,0.0,0.0,0.0,0.00683867900373
1470141535365268193,0.0,-0.00791310450712,0.0,0.0,0.0,0.00927347903645
