%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1470068791617163535,0.16,-0.134309997643,0.0,0.0,0.0,0.0358472942521
1470068791699334713,0.16,-0.133803751553,0.0,0.0,0.0,0.0430134957337
1470068791780790626,0.16,-0.134071316804,0.0,0.0,0.0,0.0330886053309
1470068791861284515,0.16,-0.134223630513,0.0,0.0,0.0,0.0377821335139
1470068791937247375,0.16,-0.134223630513,0.0,0.0,0.0,0.0377821335139
1470068792013086465,0.16,-0.134191444005,0.0,0.0,0.0,0.0346793551799
1470068792093820439,0.16,-0.133642354096,0.0,0.0,0.0,0.0433939635144
1470068792179375173,0.16,-0.134192874516,0.0,0.0,0.0,0.0343153436592
1470068792257912135,0.16,-0.134120705212,0.0,0.0,0.0,0.0379381517749
1470068792336380762,0.16,-0.131907906617,0.0,0.0,0.0,0.0157107771996
1470068792409333555,0.16,-0.131887712563,0.0,0.0,0.0,0.0313970941282
1470068792480024989,0.16,-0.131207742776,0.0,0.0,0.0,0.0247250066321
1470068792550588544,0.16,-0.129460468377,0.0,0.0,0.0,0.0236432982102
1470068792625002925,0.16,-0.126408829774,0.0,0.0,0.0,0.0272553470592
1470068792704922812,0.16,-0.124164750661,0.0,0.0,0.0,0.0241429074572
1470068792779908932,0.16,-0.122557940568,0.0,0.0,0.0,0.0250586987523
1470068792858942383,0.16,-0.12071110257,0.0,0.0,0.0,0.0423219642323
1470068792939099288,0.16,-0.120002951707,0.0,0.0,0.0,0.0162572040813
1470068793020080170,0.16,-0.117732682313,0.0,0.0,0.0,0.0273202787829
1470068793092436995,0.16,-0.117020001496,0.0,0.0,0.0,0.0239027116715
1470068793169877662,0.16,-0.114981856431,0.0,0.0,0.0,0.015238756988
1470068793251188122,0.16,-0.111488571251,0.0,0.0,0.0,0.0266193355366
1470068793336871197,0.16,-0.110163667286,0.0,0.0,0.0,0.0289270871156
1470068793412565587,0.16,-0.103664901341,0.0,0.0,0.0,0.0281067805282
1470068793487868701,0.16,-0.101847925271,0.0,0.0,0.0,0.0237762735206
1470068793560029252,0.16,-0.100795402611,0.0,0.0,0.0,0.0243600218501
1470068793632649981,0.16,-0.0976922536741,0.0,0.0,0.0,0.012812393309
1470068793704535723,0.16,-0.095693507279,0.0,0.0,0.0,0.0248389375105
1470068793794662060,0.16,-0.0945115948568,0.0,0.0,0.0,0.0231422232803
1470068793870090500,0.16,-0.0905860091101,0.0,0.0,0.0,0.011491958868
1470068793944832749,0.16,-0.0875469649683,0.0,0.0,0.0,0.0324873298694
1470068794024539570,0.16,-0.0864607597242,0.0,0.0,0.0,0.0281534176862
1470068794102229464,0.16,-0.0854026521097,0.0,0.0,0.0,0.0240737314061
1470068794180976573,0.16,-0.0822903777014,0.0,0.0,0.0,0.0130663800257
1470068794257843961,0.16,-0.0795998001944,0.0,0.0,0.0,0.0223692648858
1470068794331185862,0.16,-0.0790272618185,0.0,0.0,0.0,0.0317977547127
1470068794418305091,0.16,-0.0761428917299,0.0,0.0,0.0,0.0279953392379
1470068794500286404,0.16,-0.0752475703608,0.0,0.0,0.0,0.020021735784
1470068794579951396,0.16,-0.073936721171,0.0,0.0,0.0,0.0186991268913
1470068794652490624,0.16,-0.0703733945738,0.0,0.0,0.0,0.0217390093989
1470068794726467665,0.16,-0.0697040105711,0.0,0.0,0.0,0.0300865397239
1470068794796943925,0.16,-0.0673208797823,0.0,0.0,0.0,0.0292503615828
1470068794869783518,0.16,-0.0666124010931,0.0,0.0,0.0,0.014672733919
1470068794947176748,0.16,-0.0640237475287,0.0,0.0,0.0,0.0210806385395
1470068795026652854,0.16,-0.0629258478533,0.0,0.0,0.0,0.0147019711018
1470068795101770087,0.16,-0.0619239295374,0.0,0.0,0.0,0.00702633067334
1470068795180410729,0.16,-0.0598628843676,0.0,0.0,0.0,0.0150866800828
1470068795253405297,0.16,-0.0591426218401,0.0,0.0,0.0,0.0184876682515
1470068795329156457,0.16,-0.0575019324671,0.0,0.0,0.0,0.0237238644872
1470068795409859242,0.16,-0.0566886628519,0.0,0.0,0.0,0.0144973018542
1470068795487575068,0.16,-0.0551080490004,0.0,0.0,0.0,0.0232304467672
1470068795563525100,0.16,-0.0548723245512,0.0,0.0,0.0,0.0209454149222
1470068795644420491,0.16,-0.053044750775,0.0,0.0,0.0,0.0158388037424
1470068795720525969,0.16,-0.0524944389711,0.0,0.0,0.0,0.0165729838166
1470068795796614779,0.16,-0.0514833892237,0.0,0.0,0.0,0.00477660025264
1470068795873961278,0.16,-0.0502620244871,0.0,0.0,0.0,0.012727762889
1470068795950873386,0.16,-0.0494559193503,0.0,0.0,0.0,0.00813086929834
1470068796028153244,0.16,-0.0481639588724,0.0,0.0,0.0,0.0155983358438
1470068796109547041,0.16,-0.0468281830202,0.0,0.0,0.0,0.0123369233005
1470068796188951732,0.16,-0.046336742724,0.0,0.0,0.0,0.00821928540226
1470068796264822723,0.16,-0.0453541273724,0.0,0.0,0.0,0.0156165904367
1470068796341186740,0.16,-0.0441964800011,0.0,0.0,0.0,0.0113778581087
1470068796421607156,0.16,-0.0431566590916,0.0,0.0,0.0,0.00857564485819
1470068796498135855,0.16,-0.0424114251982,0.0,0.0,0.0,0.0123289400997
1470068796572924778,0.16,-0.0415316755425,0.0,0.0,0.0,0.00831911399896
1470068796649332890,0.16,-0.0405914182316,0.0,0.0,0.0,0.00880884140857
1470068796726531632,0.16,-0.0396473104607,0.0,0.0,0.0,0.0150476626417
1470068796816496447,0.16,-0.0383052612196,0.0,0.0,0.0,0.00527538955041
1470068796887739282,0.16,-0.0374703282963,0.0,0.0,0.0,0.0107307802554
1470068796965585695,0.16,-0.0365502888809,0.0,0.0,0.0,0.0134341821616
1470068797042734242,0.16,-0.0354106927763,0.0,0.0,0.0,0.00913165760715
1470068797120848545,0.16,-0.0346170986544,0.0,0.0,0.0,0.0185166181831
1470068797197276819,0.16,-0.0333172673832,0.0,0.0,0.0,0.0085430221137
1470068797277691824,0.16,-0.0325026000391,0.0,0.0,0.0,0.0105403300044
1470068797353924134,0.16,-0.0318327809225,0.0,0.0,0.0,0.0
1470068797428164119,0.16,-0.0310663844,0.0,0.0,0.0,0.0
1470068797499370813,0.16,-0.030038979138,0.0,0.0,0.0,0.00825350022677
1470068797571596225,0.16,-0.0293382043491,0.0,0.0,0.0,0.00586275939004
1470068797644984844,0.16,-0.0287919218193,0.0,0.0,0.0,0.00811410569382
1470068797723207388,0.16,-0.0276654715191,0.0,0.0,0.0,0.00424087961858
1470068797798395755,0.16,-0.0271214986693,0.0,0.0,0.0,0.0
1470068797873916609,0.16,-0.0264164144646,0.0,0.0,0.0,0.0087963196746
1470068797950997885,0.16,-0.0260149354588,0.0,0.0,0.0,0.00894706435171
1470068798025884352,0.16,-0.0250055188786,0.0,0.0,0.0,0.0
1470068798099917966,0.16,-0.0244069243322,0.0,0.0,0.0,0.0
1470068798178335037,0.16,-0.0238629991661,0.0,0.0,0.0,0.00332440067955
1470068798251210850,0.16,-0.0232235396753,0.0,0.0,0.0,0.00581471963067
1470068798323494938,0.16,-0.0224369550596,0.0,0.0,0.0,0.0
1470068798400012539,0.0,-0.0218580062042,0.0,0.0,0.0,0.0
1470068798472690958,0.0,-0.0213287586819,0.0,0.0,0.0,0.0
1470068798552817492,0.0,-0.0208176875959,0.0,0.0,0.0,0.0
1470068798626504163,0.0,-0.0201792115818,0.0,0.0,0.0,0.00648373000922
1470068798701045116,0.0,-0.0197468037258,0.0,0.0,0.0,0.00506366925672
1470068798775680370,0.0,-0.0191046411644,0.0,0.0,0.0,0.00380415790871
1470068798854480993,0.0,-0.0186448524247,0.0,0.0,0.0,0.00749660094725
1470068798926225060,0.0,-0.017964085425,0.0,0.0,0.0,0.00449475845352
1470068799006778608,0.0,-0.0175658712636,0.0,0.0,0.0,0.00597879735842
1470068799082027784,0.0,-0.0171281928669,0.0,0.0,0.0,0.0
1470068799162142380,0.0,-0.0170192758094,0.0,0.0,0.0,0.0
1470068799239812297,0.0,-0.0166973019491,0.0,0.0,0.0,0.00355443092192
1470068799311800771,0.0,-0.0168659100782,0.0,0.0,0.0,0.00364256810979
1470068799391779752,0.0,-0.0167418594013,0.0,0.0,0.0,0.0
1470068799467582834,0.0,-0.0157970706473,0.0,0.0,0.0,0.0
1470068799548554955,0.0,-0.0152819121729,0.0,0.0,0.0,0.0
1470068799626459124,0.0,-0.015262741829,0.0,0.0,0.0,0.0034746207453
1470068799700012942,0.0,-0.0149190957199,0.0,0.0,0.0,0.0
1470068799783468325,0.0,-0.0140902871739,0.0,0.0,0.0,0.0
1470068799857859896,0.0,-0.0137470821391,0.0,0.0,0.0,0.0
1470068799931135780,0.0,-0.0131596083294,0.0,0.0,0.0,0.0
1470068800003946516,0.0,-0.0127152080189,0.0,0.0,0.0,0.0
1470068800082262239,0.0,-0.0122610221158,0.0,0.0,0.0,0.0
1470068800158666615,0.0,-0.0116995642434,0.0,0.0,0.0,0.00343873581811
1470068800232325816,0.0,-0.0112604747068,0.0,0.0,0.0,0.0
1470068800307584203,0.0,-0.0108657384764,0.0,0.0,0.0,0.0
1470068800388360294,0.0,-0.0104915867101,0.0,0.0,0.0,0.0
1470068800465040893,0.0,-0.00990876355277,0.0,0.0,0.0,0.0
1470068800541305996,0.0,-0.00953031280146,0.0,0.0,0.0,0.0
1470068800614782214,0.0,-0.00919725992785,0.0,0.0,0.0,0.0
1470068800688751003,0.0,-0.0088480258833,0.0,0.0,0.0,0.0
1470068800770278366,0.0,-0.00829109796391,0.0,0.0,0.0,0.0
1470068800844134725,0.0,-0.00798700996743,0.0,0.0,0.0,0.0
1470068800916485057,0.0,-0.00769932889448,0.0,0.0,0.0,0.0
1470068800992657707,0.0,-0.00723894410835,0.0,0.0,0.0,0.0
1470068801069015843,0.0,-0.00697463997708,0.0,0.0,0.0,0.0
1470068801150624789,0.0,-0.00668400847421,0.0,0.0,0.0,0.0
1470068801229583838,0.0,-0.00641293623553,0.0,0.0,0.0,0.0
1470068801307035515,0.0,-0.00604855814086,0.0,0.0,0.0,0.0
1470068801388069691,0.0,-0.00580553510295,0.0,0.0,0.0,0.0
1470068801464941847,0.0,-0.00557838105665,0.0,0.0,0.0,0.0
1470068801543672404,0.0,-0.00526950904237,0.0,0.0,0.0,0.0030715253016
1470068801621087878,0.0,-0.00505046271787,0.0,0.0,0.0,0.00317194622887
1470068801698275444,0.0,-0.00484802373753,0.0,0.0,0.0,0.00347037672971
1470068801773609315,0.0,-0.00456555881606,0.0,0.0,0.0,0.0033554286464
1470068801849069163,0.0,-0.0043794157456,0.0,0.0,0.0,0.00366036127581
1470068801921898007,0.0,-0.00419845827924,0.0,0.0,0.0,0.0
1470068801996056710,0.0,-0.00392074682818,0.0,0.0,0.0,0.00344946360695
1470068802068161662,0.0,-0.00377554842339,0.0,0.0,0.0,0.00360843627043
1470068802140218401,0.0,-0.00362941497074,0.0,0.0,0.0,0.00506267697926
1470068802211243756,0.0,-0.00343091064201,0.0,0.0,0.0,0.00457469889134
1470068802291130818,0.0,-0.00331986867891,0.0,0.0,0.0,0.00392730983416
1470068802368645244,0.0,-0.0031933645259,0.0,0.0,0.0,0.0
1470068802442284648,0.0,-0.00313200079904,0.0,0.0,0.0,0.00316524555134
1470068802518890003,0.0,-0.00305842557059,0.0,0.0,0.0,0.00573598852519
1470068802597800086,0.0,-0.00297084921108,0.0,0.0,0.0,0.00378664165104
1470068802672980011,0.0,-0.00287519865738,0.0,0.0,0.0,0.00492582556239
1470068802750851048,0.0,-0.00281512909637,0.0,0.0,0.0,0.00281624045423
1470068802827914873,0.0,-0.00276864641414,0.0,0.0,0.0,0.00302457076828
1470068802899375048,0.0,-0.00268492871033,0.0,0.0,0.0,0.00474147014754
1470068802979435800,0.0,-0.00263689854251,0.0,0.0,0.0,0.00424206975403
1470068803052736655,0.0,-0.00261515923844,0.0,0.0,0.0,0.00367697495736
1470068803125034445,0.0,-0.00256038443254,0.0,0.0,0.0,0.00341537535556
1470068803203398983,0.0,-0.00253060557948,0.0,0.0,0.0,0.00459892933413
1470068803279548636,0.0,-0.0025256319444,0.0,0.0,0.0,0.00461833591846
1470068803354021488,0.0,-0.00252390862511,0.0,0.0,0.0,0.00506624855163
1470068803431871038,0.0,-0.00251755067216,0.0,0.0,0.0,0.004802036054
1470068803509378596,0.0,-0.00251018204795,0.0,0.0,0.0,0.00521769377595
