%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1470148072567969162,0.15,-0.368810708228,0.0,0.0,0.0,0.0307812709877
1470148072648350081,0.15,-0.186258444896,0.0,0.0,0.0,0.0307812709877
1470148072723976768,0.15,-0.186276701948,0.0,0.0,0.0,0.0307812709877
1470148072808083667,0.15,-0.186294959,0.0,0.0,0.0,0.0307812709877
1470148072888426150,0.15,-0.186313216052,0.0,0.0,0.0,0.0307812709877
1470148072965392949,0.15,-0.186331473104,0.0,0.0,0.0,0.0307812709877
1470148073042767609,0.15,-0.186349730156,0.0,0.0,0.0,0.0307812709877
1470148073117220063,0.15,-0.186367987208,0.0,0.0,0.0,0.0307812709877
1470148073195372621,0.15,-0.184548737902,0.0,0.0,0.0,0.0234517423256
1470148073272591476,0.15,-0.184933749375,0.0,0.0,0.0,0.0446299865589
1470148073356777395,0.15,-0.192698710282,0.0,0.0,0.0,0.0292742763102
1470148073431433957,0.15,-0.177483611667,0.0,0.0,0.0,0.0218635044077
1470148073510185556,0.15,-0.168628330419,0.0,0.0,0.0,0.0241097936062
1470148073586737325,0.15,-0.163262602769,0.0,0.0,0.0,0.040347265638
1470148073659538638,0.15,-0.162518548202,0.0,0.0,0.0,0.022285908279
1470148073735199806,0.15,-0.14944028023,0.0,0.0,0.0,0.0342380477098
1470148073809541670,0.15,-0.148862753724,0.0,0.0,0.0,0.0307176441619
1470148073884542949,0.15,-0.143612625602,0.0,0.0,0.0,0.0303209510837
1470148073961527744,0.15,-0.134538499101,0.0,0.0,0.0,0.0432759578326
1470148074036874310,0.15,-0.13064589777,0.0,0.0,0.0,0.0244789833729
1470148074110544555,0.15,-0.128163988662,0.0,0.0,0.0,0.0281545248704
1470148074186833002,0.15,-0.127744038129,0.0,0.0,0.0,0.0285891341646
1470148074260225853,0.15,-0.114387138841,0.0,0.0,0.0,0.0263832449933
1470148074337622354,0.15,-0.110044225125,0.0,0.0,0.0,0.0271857398206
1470148074410034046,0.15,-0.111134524436,0.0,0.0,0.0,0.0338832117723
